"File","Method","p","converged","time2"
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_0.50_",512,NA,5210.94024101541
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_1.00_",512,NA,4878.55865270382
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_2.00_",512,NA,7352.98558364248
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_0.50_",1024,NA,3546.00809880636
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_1.00_",1024,NA,5292.78013760787
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_2.00_",1024,NA,11127.8912082573
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_0.50_",2048,NA,6230.55641019153
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_1.00_",2048,NA,8144.02798366854
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_2.00_",2048,NA,16378.2785578413
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_0.50_",4096,NA,11276.4616662575
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_1.00_",4096,NA,13893.7240701697
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_2.00_",4096,NA,27656.5664721773
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_0.50_",8192,NA,20618.6935776258
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_1.00_",8192,NA,26429.3191804283
"Results_At_1001/Times_At_1001_tmp_005_subset.csv","MegaLMM_2.00_",8192,NA,50986.2528294981
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MTG2",4,FALSE,0.149000000000001
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MCMCglmm",4,NA,11.2361329103492
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","phenix",4,NA,0.972999999999999
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_0.50_",4,NA,107.022433497246
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_1.00_",4,NA,135.624157081702
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_2.00_",4,NA,284.797106291186
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MTG2",8,FALSE,0.843999999999994
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MCMCglmm",8,NA,31.0320502539235
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","phenix",8,NA,2.06799999999998
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_0.50_",8,NA,184.054817113368
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_1.00_",8,NA,219.896765494925
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_2.00_",8,NA,284.507111414912
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MTG2",16,FALSE,15.0630000000001
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MCMCglmm",16,NA,115.636339779172
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","phenix",16,NA,3.86899999999991
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_0.50_",16,NA,201.815695716208
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_1.00_",16,NA,362.647276914437
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_2.00_",16,NA,738.779862506558
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MTG2",32,FALSE,104.002
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MCMCglmm",32,NA,517.130505995018
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","phenix",32,NA,9.73500000000013
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_0.50_",32,NA,436.958148486642
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_1.00_",32,NA,1135.58420778798
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_2.00_",32,NA,1037.46814364001
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MTG2",64,FALSE,782.338
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MCMCglmm",64,NA,4490.75200428313
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","phenix",64,NA,32.6839999999993
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_0.50_",64,NA,1505.77407468391
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_1.00_",64,NA,1491.17273650698
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_2.00_",64,NA,1028.40933389671
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","phenix",128,NA,201.824999999999
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_0.50_",128,NA,1432.7032031017
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_1.00_",128,NA,1161.04316920386
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_2.00_",128,NA,1715.16615167202
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","phenix",256,NA,803.663
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_0.50_",256,NA,1483.00332198126
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_1.00_",256,NA,2229.70518371335
"Results_At_1001/Times_At_1001_tmp_006_all_all.csv","MegaLMM_2.00_",256,NA,3641.12679278749
"Results_At_1001/Times_At_1001_tmp_006_all_subset2.csv","MegaLMM_0.50_",512,NA,2529.72405007826
"Results_At_1001/Times_At_1001_tmp_006_all_subset2.csv","MegaLMM_1.00_",512,NA,3349.61064952435
"Results_At_1001/Times_At_1001_tmp_006_all_subset2.csv","MegaLMM_2.00_",512,NA,7289.80400613694
"Results_At_1001/Times_At_1001_tmp_006_all_subset2.csv","MegaLMM_0.50_",1024,NA,3674.52077536115
"Results_At_1001/Times_At_1001_tmp_006_all_subset2.csv","MegaLMM_1.00_",1024,NA,4812.52971785513
"Results_At_1001/Times_At_1001_tmp_006_all_subset2.csv","MegaLMM_2.00_",1024,NA,10743.167458141
"Results_At_1001/Times_At_1001_tmp_006_all_subset2.csv","MegaLMM_0.50_",2048,NA,6100.5890528075
"Results_At_1001/Times_At_1001_tmp_006_all_subset2.csv","MegaLMM_1.00_",2048,NA,7802.5631874534
"Results_At_1001/Times_At_1001_tmp_006_all_subset2.csv","MegaLMM_2.00_",2048,NA,15529.8812764544
"Results_At_1001/Times_At_1001_tmp_006_all_subset2.csv","MegaLMM_0.50_",4096,NA,10804.9781539933
"Results_At_1001/Times_At_1001_tmp_006_all_subset2.csv","MegaLMM_1.00_",4096,NA,13914.4073069515
"Results_At_1001/Times_At_1001_tmp_006_all_subset2.csv","MegaLMM_2.00_",4096,NA,27500.681545953
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MTG2",4,FALSE,0.127000000000001
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MCMCglmm",4,NA,10.624224602033
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","phenix",4,NA,0.945
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_0.50_",4,NA,106.737893203361
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_1.00_",4,NA,136.855388703614
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_2.00_",4,NA,425.014436340513
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MTG2",8,FALSE,1.72400000000005
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MCMCglmm",8,NA,34.4041278753164
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","phenix",8,NA,2.99899999999991
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_0.50_",8,NA,348.991433134225
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_1.00_",8,NA,472.992797911617
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_2.00_",8,NA,595.186044744472
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MTG2",16,FALSE,15.8129999999999
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MCMCglmm",16,NA,124.93238805186
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","phenix",16,NA,4.00500000000011
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_0.50_",16,NA,376.096394188266
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_1.00_",16,NA,666.751570404891
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_2.00_",16,NA,1156.52323689004
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MTG2",32,FALSE,109.382
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MCMCglmm",32,NA,748.736371983591
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","phenix",32,NA,90.8909999999996
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_0.50_",32,NA,760.483912219551
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_1.00_",32,NA,1456.32949975749
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_2.00_",32,NA,1322.23544354433
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MTG2",64,FALSE,769.304
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MCMCglmm",64,NA,4664.25425179626
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","phenix",64,NA,32.4889999999996
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_0.50_",64,NA,1632.42994798031
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_1.00_",64,NA,1656.03764349664
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_2.00_",64,NA,1508.12592700463
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","phenix",128,NA,183.538
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_0.50_",128,NA,1981.10447678766
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_1.00_",128,NA,1481.1455448307
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_2.00_",128,NA,1766.03597836957
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","phenix",256,NA,816.178
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_0.50_",256,NA,1829.73277195902
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_1.00_",256,NA,2724.50885820957
"Results_At_1001/Times_At_1001_tmp_006_subset.csv","MegaLMM_2.00_",256,NA,4326.44770199408
"Results_At_1001/Times_At_1001_tmp_007_all_all.csv","MegaLMM_0.50_",20842,NA,51024.637937429
"Results_At_1001/Times_At_1001_tmp_007_all_all.csv","MegaLMM_1.00_",20842,NA,66319.6300520948
"Results_At_1001/Times_At_1001_tmp_007_all_all.csv","MegaLMM_2.00_",20842,NA,129014.8242409
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MTG2",4,FALSE,0.251999999999999
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MCMCglmm",4,NA,13.593023269584
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","phenix",4,NA,1.718
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_0.50_",4,NA,120.126475683471
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_1.00_",4,NA,149.000811904188
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_2.00_",4,NA,518.55461218056
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MTG2",8,FALSE,0.910999999999945
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MCMCglmm",8,NA,32.2427056028892
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","phenix",8,NA,2.56899999999996
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_0.50_",8,NA,369.487455477693
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_1.00_",8,NA,655.973337712164
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_2.00_",8,NA,639.772276166074
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MTG2",16,FALSE,10.0069999999998
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MCMCglmm",16,NA,141.416557867671
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","phenix",16,NA,5.47399999999993
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_0.50_",16,NA,475.75011127877
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_1.00_",16,NA,626.690896454945
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_2.00_",16,NA,984.657028831393
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MTG2",32,FALSE,114.296
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MCMCglmm",32,NA,642.985909168534
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","phenix",32,NA,10.4319999999998
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_0.50_",32,NA,758.083398591619
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_1.00_",32,NA,1339.35788975566
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_2.00_",32,NA,2236.1062958784
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MTG2",64,TRUE,3129.688
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MCMCglmm",64,NA,4680.62127269748
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","phenix",64,NA,1082.799
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_0.50_",64,NA,2867.26871805133
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_1.00_",64,NA,3811.69196716195
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_2.00_",64,NA,20879.7041634779
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","phenix",128,NA,610.358
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_0.50_",128,NA,3784.02740312683
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_1.00_",128,NA,19674.249839325
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_2.00_",128,NA,17992.7579952877
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","phenix",256,NA,2737.726
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_0.50_",256,NA,3986.48619516844
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_1.00_",256,NA,10194.8341107757
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_2.00_",256,NA,15399.8793206387
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","phenix",512,NA,6951.194
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_0.50_",512,NA,9882.02464960987
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_1.00_",512,NA,5030.25329907333
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_2.00_",512,NA,9024.73463920625
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_0.50_",1024,NA,10837.794815428
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_1.00_",1024,NA,11621.1128156941
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_2.00_",1024,NA,15666.0572013286
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_0.50_",2048,NA,12072.6830954535
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_1.00_",2048,NA,16985.5674476505
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_2.00_",2048,NA,25969.3621476342
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_0.50_",4096,NA,14371.1372700298
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_1.00_",4096,NA,17589.5049127359
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_2.00_",4096,NA,29873.0935207524
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_0.50_",8192,NA,23697.9577798139
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_1.00_",8192,NA,30580.4873496479
"Results_At_1001/Times_At_1001_tmp_007_subset.csv","MegaLMM_2.00_",8192,NA,55951.7210640023
"Results_At_1001/Times_At_1001_tmp_008_all_all.csv","MegaLMM_0.50_",20842,NA,51942.5596810241
"Results_At_1001/Times_At_1001_tmp_008_all_all.csv","MegaLMM_1.00_",20842,NA,65906.0800429513
"Results_At_1001/Times_At_1001_tmp_008_all_all.csv","MegaLMM_2.00_",20842,NA,126972.930079988
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MTG2",4,FALSE,0.111999999999998
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MCMCglmm",4,NA,12.9180411443121
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","phenix",4,NA,1.15
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_0.50_",4,NA,119.347519389095
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_1.00_",4,NA,123.896528637256
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_2.00_",4,NA,239.548921746391
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MTG2",8,FALSE,0.788999999999987
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MCMCglmm",8,NA,36.8497082857554
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","phenix",8,NA,1.74199999999996
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_0.50_",8,NA,196.994675908464
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_1.00_",8,NA,207.228517821501
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_2.00_",8,NA,311.072947394577
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MTG2",16,FALSE,7.56700000000001
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MCMCglmm",16,NA,114.674993142629
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","phenix",16,NA,8.82099999999991
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_0.50_",16,NA,230.729906734616
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_1.00_",16,NA,391.168755619992
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_2.00_",16,NA,731.488812265928
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MTG2",32,FALSE,130.411
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MCMCglmm",32,NA,553.038600690644
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","phenix",32,NA,8.6260000000002
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_0.50_",32,NA,365.965596978895
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_1.00_",32,NA,936.450461582323
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_2.00_",32,NA,1027.90737895558
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MTG2",64,TRUE,3043.896
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MCMCglmm",64,NA,4413.16380300906
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","phenix",64,NA,62.0060000000012
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_0.50_",64,NA,1551.30367567659
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_1.00_",64,NA,1597.05175687215
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_2.00_",64,NA,1375.60149574742
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","phenix",128,NA,196.503999999999
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_0.50_",128,NA,1862.08051743487
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_1.00_",128,NA,1562.98017355806
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_2.00_",128,NA,1969.97429402422
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","phenix",256,NA,1058.914
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_0.50_",256,NA,2002.20932898469
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_1.00_",256,NA,2561.29283443888
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_2.00_",256,NA,3857.99457983453
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","phenix",512,NA,2155.945
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_0.50_",512,NA,2554.6599989506
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_1.00_",512,NA,3516.60113909749
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_2.00_",512,NA,7330.09681083337
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_0.50_",1024,NA,3522.00031315665
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_1.00_",1024,NA,4684.21283186642
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_2.00_",1024,NA,9669.41217910456
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_0.50_",2048,NA,5972.22591565819
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_1.00_",2048,NA,7786.55821004439
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_2.00_",2048,NA,15410.8571208135
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_0.50_",4096,NA,10739.0150099516
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_1.00_",4096,NA,13895.7901229272
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_2.00_",4096,NA,42365.9642279412
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_0.50_",8192,NA,20568.2791147648
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_1.00_",8192,NA,26745.6561756391
"Results_At_1001/Times_At_1001_tmp_008_subset.csv","MegaLMM_2.00_",8192,NA,50891.6810345311
"Results_At_1001/Times_At_1001_tmp_009_all_all.csv","MegaLMM_0.50_",20842,NA,50644.4514286075
"Results_At_1001/Times_At_1001_tmp_009_all_all.csv","MegaLMM_1.00_",20842,NA,64832.952042331
"Results_At_1001/Times_At_1001_tmp_009_all_all.csv","MegaLMM_2.00_",20842,NA,125213.662738514
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MTG2",4,FALSE,0.122
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MCMCglmm",4,NA,11.7585430010053
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","phenix",4,NA,1.504
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_0.50_",4,NA,114.442892423588
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_1.00_",4,NA,131.811416180965
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_2.00_",4,NA,376.077831188298
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MTG2",8,FALSE,1.23099999999999
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MCMCglmm",8,NA,33.1682202822132
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","phenix",8,NA,2.62699999999995
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_0.50_",8,NA,270.51314760297
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_1.00_",8,NA,311.282255693914
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_2.00_",8,NA,427.337971772791
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MTG2",16,FALSE,6.75
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MCMCglmm",16,NA,129.184731772971
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","phenix",16,NA,3.76600000000008
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_0.50_",16,NA,278.024471385564
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_1.00_",16,NA,469.011137506218
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_2.00_",16,NA,833.259981136757
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MTG2",32,FALSE,92.739
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MCMCglmm",32,NA,745.757045717963
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","phenix",32,NA,10.5059999999999
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_0.50_",32,NA,536.682285960134
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_1.00_",32,NA,1215.70291568776
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_2.00_",32,NA,1481.94085115591
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MTG2",64,TRUE,3037.713
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MCMCglmm",64,NA,4923.03828848093
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","phenix",64,NA,43.6279999999988
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_0.50_",64,NA,1864.02981938064
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_1.00_",64,NA,1694.16364384045
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_2.00_",64,NA,1995.69398461979
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","phenix",128,NA,150.932999999997
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_0.50_",128,NA,2248.9428014725
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_1.00_",128,NA,1419.86948036769
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_2.00_",128,NA,1833.0797925062
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","phenix",256,NA,959.217000000001
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_0.50_",256,NA,1928.29979836251
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_1.00_",256,NA,2563.64289809119
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_2.00_",256,NA,3960.55592465586
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","phenix",512,NA,2075.521
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_0.50_",512,NA,2719.55918132503
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_1.00_",512,NA,3506.73345611266
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_2.00_",512,NA,7185.78568821607
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_0.50_",1024,NA,3607.34905586363
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_1.00_",1024,NA,4687.51723202456
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_2.00_",1024,NA,9638.54302848732
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_0.50_",2048,NA,5977.46251790872
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_1.00_",2048,NA,7811.59918182434
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_2.00_",2048,NA,15551.0250975822
"Results_At_1001/Times_At_1001_tmp_009_subset.csv","MegaLMM_0.50_",4096,NA,10679.1224075904
